index,x_cm,y_cm,yaw_rad,direction
0,80.0,71.0,-0.8566961161000002,1
1,80.32151227506195,70.61710378352004,-0.8879461161000002,1
2,80.63090401513443,70.22434888948929,-0.9191961161000002,1
3,80.67257049179577,70.16947637382228,-0.9235023142077141,1
4,80.97408549176038,69.77061711945258,-0.9235023142077141,1
5,81.27560049172496,69.37175786508288,-0.9235023142077141,1
6,81.57711549168954,68.97289861071317,-0.9235023142077141,1
7,81.87863049165415,68.57403935634349,-0.9235023142077141,1
8,82.18014549161873,68.17518010197378,-0.9235023142077141,1
9,82.48166049158333,67.7763208476041,-0.9235023142077141,1
10,82.78317549154792,67.37746159323439,-0.9235023142077141,1
11,83.08469049151252,66.97860233886469,-0.9235023142077141,1
12,83.3862054914771,66.579743084495,-0.9235023142077141,1
13,83.68772049144171,66.1808838301253,-0.9235023142077141,1
14,83.98923549140629,65.7820245757556,-0.9235023142077141,1
15,84.29075049137089,65.38316532138589,-0.9235023142077141,1
16,84.59226549133548,64.9843060670162,-0.9235023142077141,1
17,84.89378049130006,64.5854468126465,-0.9235023142077141,1
18,85.19529549126466,64.18658755827681,-0.9235023142077141,1
19,85.49681049122925,63.7877283039071,-0.9235023142077141,1
20,85.79832549119385,63.388869049537405,-0.9235023142077141,1
21,86.09984049115843,62.99000979516771,-0.9235023142077141,1
22,86.40135549112304,62.59115054079801,-0.9235023142077141,1
23,86.6323045504644,62.285639472966906,-0.9235023142077141,1
24,86.9400021468084,61.891555922416636,-0.8922523142077141,1
25,87.25986261905182,61.50727876474734,-0.8610023142077141,1
26,87.59157362887163,61.13318324008218,-0.8297523142077141,1
27,87.93481126609596,60.76963464635249,-0.7985023142077141,1
28,88.28924036499691,60.416987982590534,-0.7672523142077141,1
29,88.65451483157416,60.075587602278965,-0.7360023142077141,1
30,89.0302779815099,59.7457668770955,-0.7047523142077141,1
31,89.41616288846502,59.42784787138111,-0.6735023142077141,1
32,89.81179274237644,59.12214102764974,-0.6422523142077141,1
33,90.21678121740578,58.82894486344633,-0.6110023142077141,1
34,90.63073284917994,58.54854567984964,-0.5797523142077141,1
35,91.05324342095535,58.28121728190398,-0.5485023142077141,1
36,91.4839003583288,58.02722071125331,-0.5172523142077141,1
37,91.9222831321093,57.78680399123847,-0.4860023142077141,1
38,92.36796366895776,57.56020188470665,-0.4547523142077141,1
39,92.8205067693932,57.34763566476934,-0.4235023142077141,1
40,93.27947053275791,57.14931289873304,-0.3922523142077141,1
41,93.74440678872566,56.96542724541316,-0.3610023142077141,1
42,94.21486153493258,56.79615826602959,-0.3297523142077141,1
43,94.69037538030277,56.64167124886816,-0.2985023142077141,1
44,95.17048399363581,56.502117047879445,-0.2672523142077141,1
45,95.65471855701837,56.37763193537242,-0.23600231420771411,1
46,96.14260622361688,56.26833746894692,-0.20475231420771411,1
47,96.63367057940452,56.174340372794646,-0.17350231420771411,1
48,97.12743210837132,56.095732433484834,-0.14225231420771411,1
49,97.62340866076354,56.032590410336226,-0.11100231420771411,1
50,98.12111592389464,55.98497596046287,-0.07975231420771411,1
51,98.62006789506837,55.95293557856707,-0.048502314207714115,1
52,99.11977735615224,55.93650055153799,-0.017252314207714115,1
53,99.6197563493377,55.93568692790062,0.013997685792285885,1
54,100.11951665362271,55.95049550214463,0.045247685792285885,1
55,100.61857026155117,55.98091181394859,0.07649768579228589,1
56,101.11642985574406,56.0269061623002,0.10774768579228589,1
57,101.61260928475642,56.08843363449881,0.13899768579228589,1
58,102.10662403779612,56.16543415001197,0.17024768579228589,1
59,102.5979917178404,56.257832519142994,0.20149768579228589,1
60,103.08623251268834,56.36553851645247,0.23274768579228589,1
61,103.57086966348936,56.4884469688618,0.2639976857922859,1
62,104.0514299302901,56.62643785835301,0.2952476857922859,1
63,104.52744405414529,56.779376439164245,0.3264976857922859,1
64,104.99844721534107,56.94711336936676,0.3577476857922859,1
65,105.46397948728358,57.129484856694766,0.3889976857922859,1
66,105.92358628560949,57.326312818485754,0.4202476857922859,1
67,106.37681881207985,57.53740505557528,0.4514976857922859,1
68,106.82323449282408,57.76255543997612,0.4827476857922859,1
69,107.26239741050573,58.00154411615875,0.5139976857922859,1
70,107.69387872998837,58.25413771573659,0.5452476857922859,1
71,108.1172571170859,58.52008958534625,0.5764976857922859,1
72,108.53211914998818,58.79914002750031,0.6077476857922859,1
73,108.93805972296036,59.091016554177585,0.6389976857922859,1
74,109.3346824419219,59.39543415290298,0.6702476857922859,1
75,109.57316103350229,59.58821584170188,0.6894138686652029,1
76,109.94885725145538,59.89792146586995,0.6894138686652033,1
77,110.32455346940846,60.20762709003801,0.6894138686652033,1
78,110.70024968736155,60.51733271420608,0.6894138686652033,1
79,111.07594590531464,60.827038338374145,0.6894138686652033,1
80,111.45164212326773,61.13674396254221,0.6894138686652033,1
81,111.82733834122081,61.44644958671027,0.6894138686652033,1
82,112.2030345591739,61.75615521087834,0.6894138686652033,1
83,112.57873077712699,62.06586083504641,0.6894138686652033,1
84,112.95442699508008,62.375566459214475,0.6894138686652033,1
85,113.33012321303316,62.685272083382536,0.6894138686652033,1
86,113.70581943098625,62.9949777075506,0.6894138686652033,1
87,114.08151564893934,63.30468333171867,0.6894138686652033,1
88,114.45721186689242,63.61438895588674,0.6894138686652033,1
89,114.83290808484551,63.9240945800548,0.6894138686652033,1
90,115.2086043027986,64.23380020422286,0.6894138686652033,1
91,115.5843005207517,64.54350582839093,0.6894138686652033,1
92,115.95999673870477,64.853211452559,0.6894138686652033,1
93,116.33569295665787,65.16291707672707,0.6894138686652033,1
94,116.71138917461096,65.47262270089513,0.6894138686652033,1
95,117.08708539256405,65.78232832506319,0.6894138686652033,1
96,117.46278161051713,66.09203394923126,0.6894138686652033,1
97,117.83847782847022,66.40173957339933,0.6894138686652033,1
98,118.21417404642331,66.71144519756739,0.6894138686652033,1
99,118.5898702643764,67.02115082173546,0.6894138686652033,1
100,118.96556648232948,67.33085644590352,0.6894138686652033,1
101,119.34126270028257,67.64056207007158,0.6894138686652033,1
